id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
15,7.919147231949574e-05,0.0010758581669861518,3.291907960053752e-05,0.0002877862351464978,0.9979179068844213,1.1010391690926492e-05,3.1180119726585337e-06,0.00044834812863821835,0.00014386162922426239
16,0.0004439123243155758,0.004274978860174716,0.0006236175934054883,0.007530536839710647,5.9627318341999e-07,0.1563474873440709,0.761367174607173,0.06806173861245254,0.0013499575455138647
17,4.112676411421613e-06,0.0002657321178978819,0.00013780847480562446,0.00015720521047181752,1.664596972867024e-06,0.9983110746186059,0.0006736021716038173,9.620588744677095e-05,0.0003525942457837282
18,0.0009797966129072144,0.5362711611875064,0.218054095264378,0.2088166400044583,0.002461814372702859,0.011696472319215475,0.002140322875682043,0.0021435654594413036,0.017436131903708393
19,0.0015136401119568634,0.8754380123964399,0.11057636209708367,0.002832408193376846,0.001392294909358211,0.00026221193850138174,0.00035832060789709933,0.0020386942943474208,0.0055880554510385275
20,6.052699914786934e-05,0.2892884573384629,0.6505536346335435,0.05592585889003258,4.1690841159707096e-05,3.42381177837608e-06,0.0035599496811024233,1.325566999847168e-05,0.0005532021347740953
21,0.002851061492658147,4.486419294668492e-06,2.1937767043077544e-08,2.100782514005403e-05,2.529764185498943e-08,0.9932357564813489,0.0024086471663553053,2.5541637876371957e-05,0.0014534517419179333
22,0.0008942603966802968,3.7808593608030834e-06,9.331058834346252e-07,0.00044442791849239304,7.686578256805241e-07,0.9936949024079321,0.0045239510597750495,0.0002494418622050893,0.00018753373184525018
23,5.603560255069638e-06,0.4384925691167937,0.5436816565674302,0.00013813525728112195,0.00047483610248645993,0.0012220810172210187,0.0005433833127494697,0.015375172418310542,6.656264747259299e-05
24,0.003296665619808201,0.0012000044999757422,0.008315869801866299,1.056045140236263e-05,8.08676437964511e-07,0.007581769315691824,0.022372072915234492,0.9567747110838294,0.00044753763575369054
25,0.002909064122580152,1.7152528477168244e-05,3.102063972501434e-07,0.0006598177294949832,4.566285535603704e-06,0.9817264883125256,0.011353817443006604,0.003167584122187553,0.00016119924979502822
26,1.505039595855819e-06,0.3451787734103362,0.6519466641226189,0.0025711507137618802,3.968288433119981e-05,2.2207474116530153e-06,1.934756835911787e-05,0.00020762034139802852,3.303517218718164e-05
27,0.5133039836908149,0.001784969012060607,9.525042617015823e-05,0.00041613557640805967,0.00017905605640349592,0.12150713977531043,0.012649248509595375,0.07765526212558252,0.2724089548276545
28,0.009705619088488283,0.7684732219346524,0.10274458058590316,0.037022253783676184,0.006451592839353734,0.015761900196566807,0.023483221411268063,0.013226284587134958,0.023131325572956614
29,0.0021052180054133445,0.0005104720882575834,1.716306411383394e-05,6.950612127081222e-07,2.983503721062898e-07,0.02205076385815092,0.9747670817749584,0.0005029792009977108,4.532859652353479e-05
30,5.2986607884867535e-05,0.4542799399477025,0.4647956233444905,0.07680125622171674,4.930490985437641e-05,5.8652153612021764e-05,0.0036578729105184358,2.0523757130620606e-05,0.00028384014708996856
31,4.454544525357365e-05,0.0003119314852732083,0.0001096281097141805,0.00030514116920027205,3.5735795795338524e-05,0.997163412047226,0.0019245748980918779,6.440942879104111e-05,4.0621620654468144e-05
32,0.000999548908121974,0.00019174753883335834,5.764620782082165e-05,5.923848075877363e-06,3.955668648449547e-06,0.0017828010412280844,0.003880144257783778,0.9877651048620484,0.005313127667439242
33,0.0001897968930807068,0.0035738046716562465,0.00016369692654235438,0.0005550306817291125,0.9948331592622972,1.3990117929478594e-05,1.1971423171776184e-05,0.0005378423727550386,0.00012070765083797403
34,0.0034271095923734396,0.049634650773698046,0.0041368789818625185,0.1611768536525774,0.7574857337528447,0.009291225201069094,0.004596729731082228,0.006118201305190936,0.004132617009301699
35,0.016366577421784236,0.540107395500163,0.3268189820348077,0.05584112787497282,0.000771276054299944,0.0033017457722620594,0.048454767762348215,0.004059743150557084,0.004278384428805
36,0.0009397336212308724,2.678700085595239e-05,0.00019945689827027135,7.335840361004768e-06,4.918475716347086e-08,0.8950821874411103,0.06649023347254755,0.036873216683507286,0.00038099985735949907
37,0.0011432030522504782,4.113697281472692e-05,7.045183824103724e-07,0.0012778557960517753,8.40071751379949e-06,0.9829615497874555,0.008787946181311164,0.0045998011793027295,0.0011794017949172879
38,0.00432765175345012,2.103506806009597e-05,7.224983196014343e-05,8.970284683178529e-06,4.73603953471276e-06,0.01675874922740282,0.00016320572670665357,0.966462968492546,0.012180433575656261
39,0.0001618848023524653,0.562688985453944,0.4246814820957121,0.0066013215058124824,0.0014933386507193743,0.00042178212805151004,0.0023167514547162787,0.0008401325625544141,0.0007943213461374333
40,0.012510747141817791,5.315615162705913e-06,5.0233866828330054e-05,7.3107799881591865e-06,3.7519497421040336e-05,2.1063811545429943e-05,5.5071560416593863e-05,0.9430830235287946,0.04422971419802535
41,1.6251088315699193e-05,0.19928901241015023,0.7612064829073166,0.03480543751335536,0.00017855028847407194,0.00034691506798951,0.0035184983562522028,0.0005051068431589754,0.00013374552498735288
42,0.026813785133777863,0.000552653420337835,0.00027126795364050896,0.08519341976119049,0.001715418116500471,0.6823534099944939,0.008210960692388596,0.034641019864105296,0.1602480650635649
43,0.004905736145617978,0.7208114972696242,0.05937199803322077,0.002697533143519539,1.4140137079735945e-06,0.08060241237003433,0.12854296091594916,0.0014148830717104857,0.0016515650366155776
44,2.2394060812899407e-05,0.22761162936737417,0.7562352755877947,3.391879849732493e-05,0.0009598146437451545,0.0007496752426207116,0.010354502246225654,0.004008971769025294,2.381828390401264e-05
45,0.0014591796841253821,3.404517158824253e-06,6.595974507574679e-09,0.0003271187463818304,5.662815104852949e-07,0.9965815134857448,0.0002810427750668365,0.0006334797145167565,0.0007136881995205656
46,0.0013730996130941918,0.4418805054587944,0.3701102346242228,0.17398579886503843,0.0011871864723727497,0.0011908777978175168,0.008401834752458556,0.0005364852410151088,0.0013339771751862844
47,0.0026016465795791555,0.6238960685299781,0.2445668716545986,0.06966255245682677,0.010881398518857542,0.007554967850236422,0.022883266141702947,0.010812513958604,0.007140714309616448
48,0.0003409806090045109,0.891680364502526,0.06253529857554549,0.039994863410220446,0.0014405531861668263,0.00011491441256769499,0.0033935888939913366,9.600199787226529e-05,0.00040343441210551143
49,0.0004465796823773177,0.6805919376491152,0.2580574803654697,0.05206145655604794,0.00030739962935091115,6.966042242992273e-05,0.008077314524783294,6.415293928779162e-05,0.000324018231137837
50,2.133063570825571e-07,2.397247546312236e-05,2.0633430063301905e-06,4.174814435945622e-06,7.250929426268776e-08,0.9998973473407383,6.671081239390947e-05,5.022905906563115e-06,4.2249240470771827e-07
51,0.00024664289095800967,0.8674864017674476,0.07681905047154365,0.04863380993687817,0.0032435166981868687,0.0002574434322027513,9.03385736275408e-05,0.0006037847401859571,0.0026190114889692905
52,0.0002749925023788586,8.338062556703199e-05,0.0030470731071064816,5.172624649540151e-06,3.084573862890712e-05,0.00024197940363524298,0.00011385419133504115,0.9953884570532134,0.0008142447534856145
53,0.00038363159318172835,0.9149395964965118,0.05609836182169029,0.018261738743869008,0.000356359060349432,0.0015524977548033666,0.0007904943081918546,0.000340986600474086,0.007276333620928498
54,0.00207415077132555,0.41581606943199334,0.42981799275668564,0.09800226732101101,0.0009579527862291473,0.004982166407073036,0.04297969857437233,0.0008577136893588966,0.004511988261951229
55,0.001267984047416161,0.5557953122565613,0.3546873169157264,0.08195019540782465,0.0003837195847711834,0.00013337269073623582,0.0030954520781353557,9.956291453103809e-05,0.002587084104297598
56,5.8210009483765315e-05,0.7569899537883148,0.2115328131285543,0.0002751502205869418,0.002588083700338592,0.00771425776243218,0.00601939404529098,0.014273458711895006,0.0005486786331033815
57,4.0876842313967824e-07,9.217987627759764e-05,3.1744883042268017e-05,1.956390270750488e-05,4.430560501092522e-07,0.9995660502762076,0.0002241293088082789,4.792333456453626e-05,1.7556593918938866e-05
58,0.05665686879389751,0.00012939382663126192,0.0003106492993857504,3.3327088100469555e-05,0.00036294284283922175,0.02802421536550838,0.00025788514343096455,0.0007235294511336416,0.9135011881890728
59,0.006439066139103882,0.004202867883959111,0.0024640925732393785,0.006619021397686167,1.1742914828080928e-05,0.021613898189171612,0.0061606130160963045,0.002565838965814223,0.9499228589201013
60,0.04613397986311333,7.935611657506205e-05,0.0001688914863224179,6.565305767381453e-05,0.00014287736348501077,0.43424775544491434,0.0017233938695619985,0.26465491944197395,0.2527831733563801
61,1.439034653929382e-06,0.8145986253538097,0.18320935969741595,0.0018736691860265664,0.00016644888218554201,6.9851882536212446e-06,2.6839650471570384e-05,3.5162772481479926e-05,8.14702347017714e-05
62,0.09551658151628996,0.012061327405043586,0.0003703380762672984,0.0003115733232414033,0.000513447691812158,0.0045431763444555694,0.00036365752553016174,0.021652785201770657,0.8646671129155893
63,0.00028093390169976214,0.31170902782502585,0.6192234646708191,0.06677962966399446,0.0002990079039097122,3.7745975942119984e-05,0.00047443465673865356,0.00030000856546242774,0.0008957468364078123
64,0.0038632414854355753,0.00030956988395263894,1.2231009021207088e-05,5.9545027779139085e-06,1.7067085513550272e-06,0.0015004700925164414,5.046453918290806e-05,5.0079366645194775e-05,0.9942062824119167
65,0.0008128992582120972,0.5058876848569029,0.18784429919951073,0.0006908510198740769,0.005685036664607774,0.0032702966389453994,0.025150041453773087,0.2683707742428819,0.0022881166652919654
66,0.004829026888204227,0.44665873381002724,0.009244730752399618,0.008892713868433046,4.765343480067721e-05,0.019303391888563514,0.5107525008017754,5.296879886480131e-05,0.00021827975693163056
67,0.004037422344171182,0.1586009329301652,0.5377254568095213,0.15620587308207734,0.00013128643344671904,0.0017701906298044974,0.1399454067527381,0.0004185931564716303,0.0011648378616040049
68,0.0004180034392250029,1.4498722391837422e-05,2.466136307938348e-06,2.7023690460918445e-06,6.802815559123073e-08,0.0036538473146712895,0.0014717289856416031,0.9936491825128946,0.0007875024916660188
69,0.004399293276296198,1.2139681928956634e-06,3.308142765320575e-09,9.864874307946476e-05,8.239308946465508e-08,0.9942701488302854,0.00039109214422151803,0.00019591053596303693,0.0006436068007293631
70,0.00036336843662241,0.4754198074785438,0.3820865475999217,0.13376710787511809,0.0006943195552042077,0.0006211839693439062,0.005508851846393569,0.0005179897022187557,0.001020823536633573
71,0.0006062218555408323,0.005195230666928855,0.0006331856077961078,0.0024404189175539137,0.9895274253409991,7.046407016285341e-05,9.841008153393096e-05,0.0010849051687536076,0.00034373829073077117
72,0.0001748998903384636,2.8553224839550478e-06,2.9428383582083994e-07,0.0005199517307541401,5.138324201601032e-06,0.9985209064610295,0.0003602059900184019,0.00032812638367357266,8.762161366471496e-05
73,0.0020456660888636315,2.718856244916856e-05,4.358506265836479e-06,0.002705510744614018,5.116221206977682e-06,0.9753216086538813,0.016404270763960244,0.0032781340958046717,0.00020814636295415554
74,0.0014858403059584055,2.800243737742402e-06,6.3496982382229155e-06,8.545724791744798e-07,1.0558703874585415e-06,0.003513794252633516,0.0004607876321056908,0.9908702190359284,0.0036582983885312527
75,0.003937349056436132,0.008478884287071688,0.0009332573505659086,0.052072133052045735,0.9095526876246861,0.014798871849543831,0.0034606937959132046,0.004209875261454105,0.002556247722283324
76,1.0259369385127062e-05,0.38110840375080507,0.29804296223960325,0.3200868241058518,8.79476172304255e-05,0.00013678540401911672,7.432994498600866e-05,0.0003952221052236811,5.726546289576001e-05
77,0.00060096862016077,1.251808058163252e-06,3.923951258276928e-08,0.00044098404382926027,1.0863739980854932e-06,0.9973148868053663,0.0002462514150483467,0.0003997173897206359,0.0009948143043058168
78,0.00020218976206007243,0.017948972213437595,0.002002603757695227,0.0012611960066758814,0.9773550039392493,2.7740292592384436e-05,1.9376355136811528e-05,0.0006858255882407963,0.0004970920849118461
79,0.008755801775413036,0.0001532102195605316,0.0015911336631314315,5.5126680197207775e-06,1.2703687774076217e-05,0.0020678492654630756,0.0064824556486939924,0.9794233036455621,0.0015080294263820461
80,4.5567354361121244e-06,0.8416910817563376,0.10434892997081607,0.053646934725502686,5.1999415107724807e-05,3.0971027774644786e-05,4.5010528898277806e-05,6.233181066056825e-05,0.00011818402946622509
81,0.016242760514530677,0.2508613510719257,0.09260385999052197,0.0873470442206682,0.5029091437280376,0.0021355097262159184,0.039037551307104526,0.004059769974276488,0.004803009466719042
82,0.015086636585260915,0.00019890015380761482,9.527392684053507e-05,1.0508206563732359e-06,0.0002007277452060043,0.001335030198887401,6.918792674385265e-05,0.00016194983827701908,0.9828512428043203
83,0.0020425896741356046,0.9143298517898634,0.05154818242729317,0.010658691529410543,0.0019740810246242873,0.0027875671149849668,0.004798323456652829,0.002361464870288115,0.009499248112747076
84,0.017569100162473428,0.0001863869424235485,0.00015318754502075321,0.00015430864540069383,2.9942723148214818e-05,0.05192949389367945,0.001675061523235995,0.9120217993505038,0.016280719214114142
85,0.023527529124326953,5.265895642186907e-06,9.341914888102775e-07,9.871872690024123e-06,1.3276116722985196e-05,7.862246555553648e-06,6.709484141595962e-05,0.9734553934509805,0.0029127722601770016
86,0.0017806338074651004,0.00030180318939215735,9.19654388456359e-06,0.028354036252014547,9.715551881352679e-06,0.8812437720841307,0.0006929338191810967,0.001410155919941264,0.08619775283210919
87,0.0015854314141545188,1.3971658711243907e-06,1.098408661302733e-06,3.4155774375855615e-05,3.975453121636665e-06,9.116291012367985e-06,8.625874812876543e-07,0.9978414637597821,0.0005224991455398167
88,7.82542185519033e-05,0.593504360573556,0.2719437640575677,0.13211080368790107,0.0003197068084211251,0.00011060700066193407,0.0005529093460309272,0.00018684977338471572,0.0011927445339246648
89,0.011371424335742298,0.5681240742890498,0.14852961077754004,0.1482733400389628,0.005240803329829087,0.02511863847044709,0.039637979074612695,0.023327552896431385,0.030376576787384823
90,0.05866850152407828,0.0005282664020784669,0.0001230853026953776,5.917836911504628e-06,0.00020461116384641291,0.0013085568933665923,0.00019891615910068558,0.0027851893680681337,0.9361769553498546
91,0.15969270010083086,0.0008866791040351391,0.0015977660722017969,0.00026599707529991736,0.0004937913779878508,0.00709963220606094,0.0002629918917357141,0.10964691021050513,0.7200535319613426
92,6.118355111121491e-06,0.3941035782786093,0.5999337707628926,3.733666576810753e-05,0.00017700891332985598,0.0002596332693593621,0.0019258686810745228,0.0035259185815555098,3.076649229961148e-05
93,0.002067854440457266,0.29559159254943634,0.48034840329863315,0.15620103576928648,0.00016542981785868253,0.0007968698777732671,0.0641097444192043,0.00019925240061493925,0.0005198174267354044
94,0.0012966766685161887,0.1741302152538877,0.5163297585498233,0.08975202337932828,5.901855438213092e-05,0.0022116165469815026,0.21488746321270608,0.00047316058183881105,0.0008600672525358201
95,6.471509481459761e-05,1.6926088268346111e-06,3.323180388039006e-06,7.838545934967991e-07,3.10118338316615e-08,0.9958546673427109,0.0003321591854642767,0.003421981230466936,0.00032064649090120755
96,0.00013759368978302379,0.7517822721014905,0.13160365462400447,0.10976669835559334,0.003827216264627537,0.0006434535484150019,0.000164134081345197,0.0003379796623449878,0.001736997672396001
97,0.0006796438443161068,0.8324775834366362,0.10326260493807636,0.029290359870455113,0.0003842998924300209,0.002024673852349304,0.029416929295293374,0.0010044455237924051,0.001459459346651001
98,9.048885600513795e-05,0.001180259423154033,3.348245686551739e-05,0.0005231469664240202,0.9972842390918526,8.193853045101805e-06,4.211092969077276e-06,0.0005034146632105142,0.0003725635964739302
99,0.0027331167149145155,0.5861238325573714,0.2119024120247404,0.07415150773448377,0.00010065727980298325,0.0018816822069889817,0.12216823266028679,0.00023614929451457866,0.0007024095268965134
100,0.00022954309656659534,0.7531010501885839,0.23756659036958772,0.007071388341084991,0.0006513426162277123,3.4588797080900643e-06,7.780265824636402e-05,0.00012750622453486175,0.0011713176254598136
101,0.003541018720409764,0.9314470199383692,0.037992435159667486,0.02063119839127067,0.00013147200512431356,0.00017185738191419713,0.004416696913836939,0.00019500402099250665,0.0014732974684150597
102,0.0016636584078021947,3.415807331667553e-05,1.1055117079930786e-06,0.002767572538142976,1.9010495875299907e-05,0.9852189297237364,0.0021179281823356312,0.00650968708257321,0.0016679499845096363
103,0.00020113733516347322,3.265792711106317e-06,2.937416757733381e-07,0.0006576026944965818,1.3942751814181065e-06,0.9968890440129083,0.0003904423232121319,0.00034742657615624415,0.001509393248494983
104,0.0006139787543853535,2.792787002005731e-07,1.9531109856396802e-07,4.2659594726856615e-05,8.94413420687527e-08,0.995728899224384,0.0011288671564802881,0.0021586778780135867,0.0003263533608690478
105,0.0004116961793484189,0.5665712064919828,0.04187087905683965,0.32299077057847436,3.711838595613806e-05,0.025194271404163374,0.041393871443884754,0.0006934853379105911,0.0008367011214400051
106,0.18787905658572152,0.07179729743836535,0.019796039660143844,0.032334985124598106,0.0030429224734102797,0.4359524772781617,0.07377961859520663,0.05290543913956623,0.12251216370482643
107,6.045769582397326e-05,0.0006357572719337839,0.0003050166061584603,0.0002910485432680236,8.279047254932893e-05,0.9957590427386432,0.002709179157556103,9.874428693998207e-05,5.7963227127124244e-05
108,5.291692821620876e-06,0.5944230996303587,0.38278126384061933,0.022518034131203856,1.5057455226438766e-05,2.2466644481507835e-06,0.0001911700616277932,1.3037507745908397e-05,5.07990159480799e-05
109,0.16068784451238416,0.0022742799229209074,0.0009472941861626175,0.0005211272798605429,0.0013175442259874578,0.5536337453504901,0.19771159920635858,0.0791263712651476,0.003780194050687848
110,0.005486984556022372,0.00371608976623058,0.003639520941568293,0.0037021922599024333,1.21559214356557e-06,0.22376468740069824,0.7286981119664939,0.030526664078723738,0.0004645334382167625
111,8.94117153263007e-05,2.18357319306337e-06,1.182335499458497e-07,0.00011621395909193157,1.2239098077425958e-06,0.9732260507540609,0.000748900635399395,0.025295894130578086,0.0005200030889926898
112,9.337379769987737e-05,0.0147607146778111,0.000560561272219394,0.0018601788072975917,6.344706969140246e-07,0.9525984876952045,0.005862157765614582,0.012270106641180266,0.011993784872275856
113,0.0006190649832400892,0.006158058277990594,0.009711986723381862,0.0009988513139488897,2.066212948084661e-05,0.0002787148965473612,0.004263255583497374,0.9777818906089004,0.00016751548301268006
114,2.399892792850628e-06,0.935601000705023,0.06360331061489005,0.0002899203183341601,0.0002640138604453025,6.793595073337014e-07,2.5241153129501993e-05,0.00010754402849862963,0.0001058900673789681
115,0.00481559664451072,0.5293448513447498,0.21284110477747278,0.1601421301439192,0.0010610485578585731,0.008736994980396326,0.08118280052185918,0.0008450962616923498,0.0010303767675409296
116,1.3284126853807231e-06,5.20406968730271e-05,0.0003925211240757695,0.00014367495917835704,9.422607484553767e-06,0.999285206364263,7.863502503922484e-05,2.4046575504681044e-05,1.3124234896262323e-05
117,3.8738569760202045e-05,0.7652346648761639,0.08656146773420541,0.14600551126819586,0.0007097252379024041,6.117338649692682e-05,7.27740846964438e-05,4.7993444773585386e-05,0.0012679513978051684
118,0.00020050624705656166,0.8541571832579241,0.1063700588522685,0.0327590051612578,0.0009816376225477617,0.00022733230524988799,0.0012524594739779346,0.0006495519225694736,0.00340226515714797
119,0.00019070645781691165,0.3330745043542632,0.6573580628246443,0.00831135017728734,0.00045843947301855867,3.773759803885534e-06,0.00031299395188000154,0.00013610024487218614,0.0001540687564137655
120,0.0005694459879332427,0.7465642044837233,0.228444876425801,0.02054368777885205,0.0003300958078288473,0.00012245486970648085,0.0008742081444190374,0.000355705607638805,0.002195320894097298
121,0.06136627029761082,0.04768287690060879,0.019243411167791845,1.0096613858928022e-05,0.00014308632587744035,0.00213908615813414,0.6109031342788432,0.257781917034826,0.0007301212224488274
122,1.0875098615269801e-05,0.5888824860826057,0.40865269463047754,0.0021798322678420064,6.863772872876687e-06,6.563465588075069e-07,0.00010198136277273205,3.714686684654713e-05,0.00012746357140852016
123,1.303271628698818e-05,0.0005225577120748864,0.0001273409238698251,0.000249873502696003,2.4196677589432635e-05,0.9965779666628712,0.0024302856198202384,1.833343024149182e-05,3.64127545499356e-05
124,7.146936773956694e-06,8.613810422777375e-07,6.503491064860614e-05,0.000153706013405059,5.392501523643076e-07,0.99905381265485,3.927551950969741e-05,0.0001905544349441994,0.0004890688986738889
125,3.0494091464078187e-05,0.0008748377548740177,0.0002591012304109052,0.000452272838768627,2.5445218616111783e-05,0.9939445397465273,0.004250323084305352,7.14594077785208e-05,9.152662725498785e-05
126,0.0004114355720709789,2.4001834047880746e-06,2.3566206152651133e-08,8.143054295622035e-05,1.7635883505968933e-07,0.996663656645153,9.474795203845559e-05,0.00013501651805996053,0.0026111126612752673
127,0.00024180739157527418,0.8801372200186548,0.09488639654713335,0.008297798659507749,0.0004877488649282264,0.00033037742700664274,0.013491192368270977,0.0016486037444433002,0.0004788549784797289
128,3.237097579965176e-05,8.552285730030504e-08,8.551940064307693e-09,6.180710854882966e-05,1.214552627262969e-07,0.9995592999282956,0.0002340005427362109,4.0057534257826855e-05,7.224838030192651e-05
129,3.9797172021752256e-07,8.13224022153063e-06,1.889486225724813e-06,7.463061664383071e-06,5.562580064933028e-08,0.9999411013193927,3.593168838322871e-05,4.68842432498958e-06,3.401822665823318e-07
130,0.004035455930275611,0.9334462699049746,0.019968467628235512,2.30974643355116e-05,0.00010687767321245612,0.0021501902753863415,0.0019113785251542693,0.03601163328601014,0.0023466293124156695
131,8.072383770474412e-06,0.8480482546890822,0.11508401369306599,0.036056555201192615,0.00021950923235417483,5.882597701847261e-05,8.762670404495899e-05,0.00021282021856190188,0.00022432190090925815
132,0.00027925525331981067,0.8292707323121031,0.10849942062609023,0.05779368713863916,0.00010596938300285997,0.00011323213867167639,0.00023942578123744304,2.6095051215649895e-05,0.003672182315719979
133,0.0005339090989146277,0.9172647551537041,0.06983265963059104,0.00879555084941664,0.000678202217159498,0.00010760233168818488,0.0011464961394573082,0.00025422365467968214,0.0013866009243887613
134,7.674516619805202e-07,0.6562922605325477,0.33993235195426147,0.0034544802302636343,4.7127857542474644e-05,4.131385550099671e-06,4.167401461450372e-05,0.00014967071899420396,7.753585456373249e-05
135,3.7705046658881395e-05,0.6658487073918924,0.07744562303200887,0.2535936893274575,0.0006102489549650727,0.0006758875964480573,0.0005593796819702514,0.000712221885404765,0.0005165370831942825
136,0.0002853621674573723,4.6177536027442625e-06,7.131135889652868e-08,0.001579809817218993,6.582062225310424e-06,0.9959452766237356,0.0002415745239415359,0.00012407313752089207,0.0018126326029387228
137,0.006667268167265214,7.127896300172986e-06,4.8597619816692455e-06,3.3848498557772983e-06,5.130849368242366e-07,0.9149137448399941,0.07508087632321414,0.0026879347602596156,0.0006342903161925827
138,0.09138951975243421,0.0008746149677442235,7.82576847473952e-07,8.87617977939083e-05,2.4059386589944736e-05,0.5724983989122295,0.0009392142515570471,0.00085588532460038,0.3333287630302034
139,3.355779516370267e-06,0.002943574381443916,0.0001824765793991758,0.00012230762913809033,2.971658400268706e-06,0.9947273711570248,0.001543834530769604,0.0003583685256230806,0.00011573975868450815
140,0.00012320436327349093,0.5757034850311193,0.39936020395065575,0.02111446781228082,0.002784867972624102,3.4306752769532316e-05,0.00043853589765078214,0.0002522152897953416,0.00018871292983084741
141,0.00027454740106872986,0.01790093582551687,0.6405640210532714,0.022333737087933018,8.981466601706528e-06,0.0011345609002604276,0.3174041338636636,0.0002389566397807235,0.00014012576190348632
142,0.327130313272568,0.015183381057961957,0.0032841732677574825,0.004945550848045697,0.00021815731592358698,0.30368245633733615,0.12211726771233891,0.21967689412025718,0.0037618060678110397
143,1.3201682803903277e-05,0.16075774945644322,0.832504250469513,4.0770415822415025e-05,0.0008424720840808754,0.0001342386097545418,0.002198084578204093,0.003489653998586684,1.957870479137544e-05
144,0.07964047739906845,2.1539676626323508e-05,1.3105330469173406e-07,0.0003900583503970393,7.300637972150648e-07,0.8709125758420356,0.04438011798830614,0.0002386266529585228,0.004415742973505973
145,0.023063382118376736,7.418707955636668e-05,7.216120371229489e-05,3.805572190164174e-05,3.04361152831388e-06,0.02223243347468663,0.0002031704675355111,0.9510803472483045,0.0032332190743979516
146,0.021799553207640023,0.0003149484331290886,0.0005585114166186956,0.0007285317233027397,0.00037615969215806284,0.038241272661189284,0.001827357417008429,0.9022555614367465,0.03389810401220706
147,0.00045826963457265064,0.8678305212498724,0.10429090618549657,0.021882649894431807,0.0012183982216931693,0.00013660107489639204,0.0002896512822619429,4.467930307852144e-05,0.003848323153696623
148,0.0009741201905900687,0.7970050660617423,0.0963405198030648,0.0861539899391064,0.0006714131185650156,0.001577613594012679,0.013983488330609948,0.0007505840629240314,0.0025432048993848464
149,3.7269332996142106e-05,6.569448268538065e-06,4.4470605940942975e-07,5.354282743908656e-05,1.766786224632006e-07,0.9969694943262963,0.00011919495895524466,0.0022040882031082137,0.0006092195182546085
150,0.016010406057026142,3.093992333826856e-06,3.392060955211511e-08,0.00037091587313024913,4.62790155610821e-07,0.9790595128843166,0.0026152714498923597,0.00040531486114196187,0.0015349881713936683
151,2.2770527475610364e-05,0.0103961237648855,0.0027966040027671167,0.0039572944793555285,4.153199056581789e-06,0.9798498458612152,0.0003593870136160407,0.002056599914127291,0.0005572212375012816
152,2.4316272454836113e-07,2.524600954036092e-07,4.828357456714639e-08,9.431965674277751e-05,6.494025108298245e-08,0.9998914230596165,1.1448986451886814e-05,1.3495003267539068e-06,8.49950216293447e-07
